SUMLEV,STATE,COUNTY,PLACE,NAME,STNAME,CENSUS2010POP,POPESTIMATE2017
40,1,0,0,Alabama,Alabama,4779736,4874747
162,1,0,124,Abbeville,Alabama,2688,2567
162,1,0,460,Adamsville,Alabama,4522,4347
162,1,0,484,Addison,Alabama,758,728
162,1,0,676,Akron,Alabama,356,332
162,1,0,820,Alabaster,Alabama,30352,33202
162,1,0,988,Albertville,Alabama,21160,21392
162,1,0,1132,Alexander City,Alabama,14875,14595
162,1,0,1228,Aliceville,Alabama,2486,2335
162,1,0,1396,Allgood,Alabama,622,624
162,1,0,1660,Altoona,Alabama,933,917
162,1,0,1708,Andalusia,Alabama,9015,8787
162,1,0,1756,Anderson,Alabama,282,276
162,1,0,1852,Anniston,Alabama,23106,21770
162,1,0,2116,Arab,Alabama,8050,8284
162,1,0,2260,Ardmore,Alabama,1194,1398
162,1,0,2320,Argo,Alabama,4071,4268
162,1,0,2428,Ariton,Alabama,764,739
162,1,0,2500,Arley,Alabama,357,346
162,1,0,2836,Ashford,Alabama,2148,2144
162,1,0,2860,Ashland,Alabama,2037,1932
162,1,0,2908,Ashville,Alabama,2212,2291
162,1,0,2956,Athens,Alabama,21897,25616
162,1,0,3004,Atmore,Alabama,10194,9890
162,1,0,3028,Attalla,Alabama,6048,5827
162,1,0,3076,Auburn,Alabama,53380,63973
162,1,0,3220,Autaugaville,Alabama,870,855
162,1,0,3364,Avon,Alabama,543,514
162,1,0,3556,Babbie,Alabama,603,599
162,1,0,3676,Baileyton,Alabama,610,622
162,1,0,3724,Bakerhill,Alabama,279,255
162,1,0,3940,Banks,Alabama,179,168
162,1,0,4660,Bay Minette,Alabama,8044,9169
162,1,0,4684,Bayou La Batre,Alabama,2558,2512
162,1,0,4852,Bear Creek,Alabama,1070,1042
162,1,0,4900,Beatrice,Alabama,301,280
162,1,0,4948,Beaverton,Alabama,201,185
162,1,0,5164,Belk,Alabama,215,204
162,1,0,5692,Benton,Alabama,49,43
162,1,0,5932,Berry,Alabama,1148,1098
162,1,0,5980,Bessemer,Alabama,27456,26386
162,1,0,6460,Billingsley,Alabama,144,138
162,1,0,7000,Birmingham,Alabama,212237,210710
162,1,0,7120,Black,Alabama,207,208
162,1,0,7456,Blountsville,Alabama,1684,1670
162,1,0,7672,Blue Springs,Alabama,96,87
162,1,0,7912,Boaz,Alabama,9551,9652
162,1,0,8104,Boligee,Alabama,328,302
162,1,0,8248,Bon Air,Alabama,116,113
162,1,0,9016,Brantley,Alabama,809,788
162,1,0,9136,Brent,Alabama,4947,4864
162,1,0,9208,Brewton,Alabama,5408,5236
162,1,0,9328,Bridgeport,Alabama,2418,2312
162,1,0,9400,Brighton,Alabama,2945,2801
162,1,0,9424,Brilliant,Alabama,900,871
162,1,0,9736,Brookside,Alabama,1363,1329
162,1,0,9808,Brookwood,Alabama,1828,1857
162,1,0,10240,Brundidge,Alabama,2076,1952
162,1,0,11032,Butler,Alabama,1894,1738
162,1,0,11416,Calera,Alabama,11620,13979
162,1,0,11512,Camden,Alabama,2020,1845
162,1,0,11680,Camp Hill,Alabama,1014,964
162,1,0,12016,Carbon Hill,Alabama,2021,1928
162,1,0,12040,Cardiff,Alabama,55,53
162,1,0,12160,Carolina,Alabama,297,295
162,1,0,12304,Carrollton,Alabama,1019,968
162,1,0,12496,Castleberry,Alabama,583,553
162,1,0,12760,Cedar Bluff,Alabama,1820,1798
162,1,0,13264,Center Point,Alabama,16921,16313
162,1,0,13648,Centre,Alabama,3489,3498
162,1,0,13672,Centreville,Alabama,2778,2680
162,1,0,14008,Chatom,Alabama,1288,1211
162,1,0,14104,Chelsea,Alabama,10183,13011
162,1,0,14152,Cherokee,Alabama,1048,1005
162,1,0,14392,Chickasaw,Alabama,6106,5794
162,1,0,14464,Childersburg,Alabama,5175,4905
162,1,0,15064,Citronelle,Alabama,3905,3900
162,1,0,15136,Clanton,Alabama,8619,8756
162,1,0,15256,Clay,Alabama,9708,9599
162,1,0,15304,Clayhatchee,Alabama,589,581
162,1,0,15376,Clayton,Alabama,3008,2871
162,1,0,15472,Cleveland,Alabama,1303,1308
162,1,0,15640,Clio,Alabama,1399,1476
162,1,0,16000,Coaling,Alabama,1657,1660
162,1,0,16240,Coffee Springs,Alabama,228,226
162,1,0,16264,Coffeeville,Alabama,352,329
162,1,0,16312,Coker,Alabama,979,980
162,1,0,16600,Collinsville,Alabama,1983,1969
162,1,0,16684,Colony,Alabama,268,275
162,1,0,16744,Columbia,Alabama,740,730
162,1,0,16768,Columbiana,Alabama,4197,4647
162,1,0,17176,Coosada,Alabama,1224,1283
162,1,0,17368,Cordova,Alabama,2095,1957
162,1,0,17824,Cottonwood,Alabama,1289,1256
162,1,0,17968,County Line,Alabama,258,264
162,1,0,18040,Courtland,Alabama,609,590
162,1,0,18088,Cowarts,Alabama,1871,2040
162,1,0,18304,Creola,Alabama,1926,1995
162,1,0,18856,Crossville,Alabama,1862,1847
162,1,0,18952,Cuba,Alabama,346,303
162,1,0,18976,Cullman,Alabama,14775,15385
162,1,0,19216,Cusseta,Alabama,123,121
162,1,0,19336,Dadeville,Alabama,3230,3106
162,1,0,19360,Daleville,Alabama,5295,5122
162,1,0,19648,Daphne,Alabama,21570,25960
162,1,0,19744,Dauphin Island,Alabama,1238,1269
162,1,0,19816,Daviston,Alabama,214,209
162,1,0,19912,Dayton,Alabama,52,47
162,1,0,20008,Deatsville,Alabama,1154,1164
162,1,0,20104,Decatur,Alabama,55683,54405
162,1,0,20296,Demopolis,Alabama,7483,6851
162,1,0,20392,Detroit,Alabama,237,225
162,1,0,20955,Dodge City,Alabama,593,603
162,1,0,21136,Dora,Alabama,2025,1913
162,1,0,21184,Dothan,Alabama,65496,68202
162,1,0,21280,Double Springs,Alabama,1083,1036
162,1,0,21328,Douglas,Alabama,744,768
162,1,0,21448,Dozier,Alabama,329,325
162,1,0,21952,Dutton,Alabama,315,305
162,1,0,22216,East Brewton,Alabama,2478,2386
162,1,0,22816,Eclectic,Alabama,1001,1020
162,1,0,23176,Edwardsville,Alabama,202,198
162,1,0,23296,Elba,Alabama,3940,3875
162,1,0,23320,Elberta,Alabama,1498,1714
162,1,0,23344,Eldridge,Alabama,130,123
162,1,0,23488,Elkmont,Alabama,434,473
162,1,0,23656,Elmore,Alabama,1262,1306
162,1,0,23872,Emelle,Alabama,53,49
162,1,0,24184,Enterprise,Alabama,26562,28247
162,1,0,24256,Epes,Alabama,192,172
162,1,0,24472,Ethelsville,Alabama,81,73
162,1,0,24568,Eufaula,Alabama,13137,12044
162,1,0,24664,Eutaw,Alabama,2934,2687
162,1,0,24688,Eva,Alabama,519,505
162,1,0,24808,Evergreen,Alabama,3944,3676
162,1,0,24880,Excel,Alabama,723,655
162,1,0,25120,Fairfield,Alabama,11117,10683
162,1,0,25240,Fairhope,Alabama,15326,20935
162,1,0,25384,Fairview,Alabama,446,459
162,1,0,25648,Falkville,Alabama,1279,1248
162,1,0,25816,Faunsdale,Alabama,98,93
162,1,0,25840,Fayette,Alabama,4619,4350
162,1,0,26200,Five Points,Alabama,141,141
162,1,0,26824,Flomaton,Alabama,1440,1389
162,1,0,26848,Florala,Alabama,1980,1913
162,1,0,26896,Florence,Alabama,39319,39852
162,1,0,26992,Foley,Alabama,14618,18288
162,1,0,27376,Forkland,Alabama,649,600
162,1,0,27520,Fort Deposit,Alabama,1344,1186
162,1,0,27616,Fort Payne,Alabama,14012,14071
162,1,0,28024,Franklin,Alabama,149,129
162,1,0,28312,Frisco City,Alabama,1309,1190
162,1,0,28432,Fruithurst,Alabama,284,281
162,1,0,28504,Fulton,Alabama,272,255
162,1,0,28552,Fultondale,Alabama,8380,9190
162,1,0,28672,Fyffe,Alabama,1018,1018
162,1,0,28696,Gadsden,Alabama,36856,35409
162,1,0,28768,Gainesville,Alabama,208,187
162,1,0,28936,Gantt,Alabama,222,215
162,1,0,29032,Garden City,Alabama,492,499
162,1,0,29056,Gardendale,Alabama,13893,13906
162,1,0,29296,Gaylesville,Alabama,144,142
162,1,0,29392,Geiger,Alabama,170,154
162,1,0,29464,Geneva,Alabama,4452,4365
162,1,0,29560,Georgiana,Alabama,1738,1632
162,1,0,29608,Geraldine,Alabama,896,900
162,1,0,29704,Gilbertown,Alabama,215,200
162,1,0,29944,Glen Allen,Alabama,510,491
162,1,0,29992,Glencoe,Alabama,5160,5152
162,1,0,30160,Glenwood,Alabama,187,186
162,1,0,30448,Goldville,Alabama,55,52
162,1,0,30496,Good Hope,Alabama,2264,2305
162,1,0,30640,Goodwater,Alabama,1475,1330
162,1,0,30736,Gordo,Alabama,1750,1644
162,1,0,30760,Gordon,Alabama,332,326
162,1,0,30808,Gordonville,Alabama,326,289
162,1,0,30880,Goshen,Alabama,266,253
162,1,0,31096,Grant,Alabama,896,908
162,1,0,31384,Graysville,Alabama,2165,2094
162,1,0,31720,Greensboro,Alabama,2497,2314
162,1,0,31912,Greenville,Alabama,8135,7632
162,1,0,32056,Grimes,Alabama,558,543
162,1,0,32080,Grove Hill,Alabama,1570,1456
162,1,0,32224,Guin,Alabama,2376,2274
162,1,0,32272,Gulf Shores,Alabama,9741,11809
162,1,0,32416,Guntersville,Alabama,8197,8429
162,1,0,32440,Gurley,Alabama,801,781
162,1,0,32536,Gu-Win,Alabama,176,169
162,1,0,32560,Hackleburg,Alabama,1516,1467
162,1,0,32656,Haleburg,Alabama,103,99
162,1,0,32704,Haleyville,Alabama,4173,3982
162,1,0,32848,Hamilton,Alabama,6885,6646
162,1,0,32896,Hammondville,Alabama,488,490
162,1,0,32968,Hanceville,Alabama,2982,3391
162,1,0,33256,Harpersville,Alabama,1637,1713
162,1,0,33424,Hartford,Alabama,2624,2592
162,1,0,33448,Hartselle,Alabama,14255,14373
162,1,0,33640,Hayden,Alabama,444,1348
162,1,0,33712,Hayneville,Alabama,932,821
162,1,0,33856,Headland,Alabama,4510,4683
162,1,0,33904,Heath,Alabama,254,254
162,1,0,33976,Heflin,Alabama,3480,3425
162,1,0,34024,Helena,Alabama,16793,19072
162,1,0,34096,Henagar,Alabama,2344,2353
162,1,0,34480,Highland Lake,Alabama,412,418
162,1,0,34816,Hillsboro,Alabama,552,518
162,1,0,35152,Hobson City,Alabama,771,764
162,1,0,35200,Hodges,Alabama,288,281
162,1,0,35392,Hokes Bluff,Alabama,4286,4269
162,1,0,35560,Holly Pond,Alabama,798,815
162,1,0,35632,Hollywood,Alabama,1000,969
162,1,0,35800,Homewood,Alabama,25167,25476
162,1,0,35896,Hoover,Alabama,81619,84920
162,1,0,36088,Horn Hill,Alabama,228,225
162,1,0,36448,Hueytown ,Alabama,16105,15460
162,1,0,37000,Huntsville,Alabama,180105,194585
162,1,0,37096,Hurtsboro,Alabama,553,580
162,1,0,37264,Hytop,Alabama,354,346
162,1,0,37312,Ider,Alabama,723,717
162,1,0,37465,Indian Springs Village,Alabama,2363,2606
162,1,0,37864,Irondale,Alabama,12349,12468
162,1,0,38152,Jackson,Alabama,5228,4790
162,1,0,38248,Jacksons' Gap,Alabama,828,814
162,1,0,38272,Jacksonville,Alabama,12548,12612
162,1,0,38416,Jasper,Alabama,14352,13618
162,1,0,38608,Jemison,Alabama,2585,2627
162,1,0,39280,Kansas,Alabama,226,213
162,1,0,39472,Kellyton,Alabama,217,202
162,1,0,39520,Kennedy,Alabama,447,428
162,1,0,39784,Killen,Alabama,1108,972
162,1,0,39856,Kimberly,Alabama,2711,3173
162,1,0,40072,Kinsey,Alabama,2198,2185
162,1,0,40096,Kinston,Alabama,540,545
162,1,0,40672,La Fayette,Alabama,3003,2944
162,1,0,40888,Lakeview,Alabama,143,144
162,1,0,40928,Lake View,Alabama,1943,2303
162,1,0,41296,Lanett,Alabama,6468,6271
162,1,0,41368,Langston,Alabama,270,263
162,1,0,41968,Leeds,Alabama,11773,12031
162,1,0,42016,Leesburg,Alabama,1027,1021
162,1,0,42160,Leighton,Alabama,729,708
162,1,0,42352,Lester,Alabama,111,123
162,1,0,42472,Level Plains,Alabama,2085,2029
162,1,0,42640,Lexington,Alabama,735,717
162,1,0,42808,Libertyville,Alabama,117,114
162,1,0,43120,Lincoln,Alabama,6266,6664
162,1,0,43240,Linden,Alabama,2123,1936
162,1,0,43264,Lineville,Alabama,2395,2263
162,1,0,43336,Lipscomb,Alabama,2210,2153
162,1,0,43384,Lisman,Alabama,539,493
162,1,0,43648,Littleville,Alabama,1011,988
162,1,0,43720,Livingston,Alabama,3485,3333
162,1,0,43744,Loachapoka,Alabama,180,199
162,1,0,43816,Lockhart,Alabama,516,504
162,1,0,43888,Locust Fork,Alabama,1186,1207
162,1,0,44344,Louisville,Alabama,519,468
162,1,0,44536,Lowndesboro,Alabama,115,100
162,1,0,44608,Loxley,Alabama,1632,2336
162,1,0,44728,Luverne,Alabama,2800,2770
162,1,0,44800,Lynn,Alabama,659,641
162,1,0,45472,McIntosh,Alabama,238,223
162,1,0,45496,McKenzie,Alabama,530,501
162,1,0,45640,McMullen,Alabama,10,9
162,1,0,45784,Madison,Alabama,42938,48861
162,1,0,45904,Madrid,Alabama,350,350
162,1,0,46072,Magnolia Springs,Alabama,723,804
162,1,0,46264,Malvern,Alabama,1448,1441
162,1,0,46504,Maplesville,Alabama,708,703
162,1,0,46696,Margaret,Alabama,4428,4813
162,1,0,46768,Marion,Alabama,3686,3314
162,1,0,47728,Maytown,Alabama,385,370
162,1,0,48052,Memphis,Alabama,29,28
162,1,0,48064,Mentone,Alabama,360,368
162,1,0,48376,Midfield,Alabama,5365,5092
162,1,0,48400,Midland City,Alabama,2344,2362
162,1,0,48424,Midway,Alabama,499,465
162,1,0,48712,Millbrook,Alabama,14640,15318
162,1,0,48808,Millport,Alabama,1049,989
162,1,0,48832,Millry,Alabama,546,510
162,1,0,50000,Mobile,Alabama,195111,190265
162,1,0,50192,Monroeville,Alabama,6519,5927
162,1,0,50312,Montevallo,Alabama,6323,6636
162,1,0,51000,Montgomery,Alabama,205764,199518
162,1,0,51096,Moody,Alabama,11726,12956
162,1,0,51264,Mooresville,Alabama,53,59
162,1,0,51456,Morris,Alabama,1859,1970
162,1,0,51520,Mosses,Alabama,1029,914
162,1,0,51600,Moulton,Alabama,3471,3258
162,1,0,51648,Moundville,Alabama,2427,2446
162,1,0,51696,Mountain Brook,Alabama,20413,20381
162,1,0,52608,Mount Vernon,Alabama,1574,1501
162,1,0,52776,Mulga,Alabama,836,813
162,1,0,52848,Munford,Alabama,1292,1264
162,1,0,53016,Muscle Shoals,Alabama,13146,14022
162,1,0,53112,Myrtlewood,Alabama,130,118
162,1,0,53256,Napier Field,Alabama,354,342
162,1,0,53376,Natural Bridge,Alabama,37,35
162,1,0,53400,Nauvoo,Alabama,221,208
162,1,0,53448,Nectar,Alabama,345,340
162,1,0,53472,Needham,Alabama,94,88
162,1,0,53784,Newbern,Alabama,186,175
162,1,0,53856,New Brockton,Alabama,1146,1176
162,1,0,54168,New Hope,Alabama,2810,2842
162,1,0,54432,New Site,Alabama,773,757
162,1,0,54480,Newton,Alabama,1511,1464
162,1,0,54600,Newville,Alabama,539,513
162,1,0,55044,North Courtland,Alabama,632,612
162,1,0,55152,North Johns,Alabama,145,141
162,1,0,55200,Northport,Alabama,23330,25094
162,1,0,55440,Notasulga,Alabama,965,843
162,1,0,55752,Oak Grove,Alabama,528,516
162,1,0,55848,Oak Hill,Alabama,26,23
162,1,0,55992,Oakman,Alabama,789,734
162,1,0,56400,Odenville,Alabama,3585,3760
162,1,0,56472,Ohatchee,Alabama,1170,1157
162,1,0,57000,Oneonta,Alabama,6567,6638
162,1,0,57024,Onycha,Alabama,184,184
162,1,0,57048,Opelika,Alabama,26477,30240
162,1,0,57120,Opp,Alabama,6659,6468
162,1,0,57144,Orange Beach,Alabama,5441,6029
162,1,0,57240,Orrville,Alabama,204,178
162,1,0,57504,Owens Cross Roads,Alabama,1521,1939
162,1,0,57576,Oxford,Alabama,21348,21180
162,1,0,57648,Ozark,Alabama,14907,14428
162,1,0,57696,Paint Rock,Alabama,210,204
162,1,0,58272,Parrish,Alabama,982,944
162,1,0,58848,Pelham,Alabama,21352,23493
162,1,0,58896,Pell City,Alabama,12695,13676
162,1,0,58968,Pennington,Alabama,221,208
162,1,0,59088,Perdido Beach,Alabama,581,625
162,1,0,59328,Petrey,Alabama,58,57
162,1,0,59472,Phenix City,Alabama,32822,36219
162,1,0,59496,Phil Campbell,Alabama,1148,1253
162,1,0,59592,Pickensville,Alabama,608,580
162,1,0,59640,Piedmont,Alabama,4878,4618
162,1,0,59760,Pike Road,Alabama,5406,9322
162,1,0,59832,Pinckard,Alabama,647,630
162,1,0,59880,Pine Apple,Alabama,132,121
162,1,0,60240,Pine Hill,Alabama,975,881
162,1,0,60372,Pine Ridge,Alabama,282,283
162,1,0,60648,Pinson,Alabama,7163,7532
162,1,0,60720,Pisgah,Alabama,722,701
162,1,0,61008,Pleasant Grove,Alabama,10110,10104
162,1,0,61038,Pleasant Groves,Alabama,420,407
162,1,0,61536,Pollard,Alabama,137,133
162,1,0,62075,Powell,Alabama,955,965
162,1,0,62328,Prattville,Alabama,33960,35498
162,1,0,62472,Priceville,Alabama,2658,3463
162,1,0,62496,Prichard,Alabama,22659,21732
162,1,0,62688,Providence,Alabama,223,204
162,1,0,63216,Ragland,Alabama,1639,1685
162,1,0,63288,Rainbow City,Alabama,9602,9555
162,1,0,63336,Rainsville,Alabama,4948,5038
162,1,0,63408,Ranburne,Alabama,409,404
162,1,0,63576,Red Bay,Alabama,3158,3086
162,1,0,63768,Red Level,Alabama,487,477
162,1,0,63984,Reece City,Alabama,653,627
162,1,0,64104,Reform,Alabama,1702,1592
162,1,0,64152,Rehobeth,Alabama,1297,1530
162,1,0,64368,Repton,Alabama,282,267
162,1,0,64656,Ridgeville,Alabama,112,107
162,1,0,64776,River Falls,Alabama,526,521
162,1,0,64920,Riverside,Alabama,2208,2294
162,1,0,65016,Riverview,Alabama,184,180
162,1,0,65040,Roanoke,Alabama,6074,5934
162,1,0,65208,Robertsdale,Alabama,5276,6098
162,1,0,65472,Rockford,Alabama,477,447
162,1,0,66216,Rogersville,Alabama,1257,1230
162,1,0,66408,Rosa,Alabama,316,319
162,1,0,67056,Russellville,Alabama,9830,9697
162,1,0,67176,Rutledge,Alabama,467,464
162,1,0,67536,St. Florian,Alabama,413,615
162,1,0,67800,Samson,Alabama,1940,1887
162,1,0,67920,Sand Rock,Alabama,560,554
162,1,0,68016,Sanford,Alabama,241,254
162,1,0,68160,Saraland,Alabama,13405,14576
162,1,0,68280,Sardis City,Alabama,1704,1796
162,1,0,68352,Satsuma,Alabama,6168,6154
162,1,0,68736,Scottsboro,Alabama,14770,14484
162,1,0,69000,Section,Alabama,770,745
162,1,0,69120,Selma,Alabama,20756,18370
162,1,0,69240,Semmes,Alabama,A,4934
162,1,0,69648,Sheffield,Alabama,9039,8930
162,1,0,69840,Shiloh,Alabama,274,278
162,1,0,70128,Shorter,Alabama,474,416
162,1,0,70416,Silas,Alabama,452,423
162,1,0,70536,Silverhill,Alabama,706,888
162,1,0,70704,Sipsey,Alabama,437,415
162,1,0,70896,Skyline,Alabama,851,826
162,1,0,71040,Slocomb,Alabama,1980,1924
162,1,0,71190,Smiths Station,Alabama,4926,5418
162,1,0,71280,Snead,Alabama,835,840
162,1,0,71496,Somerville,Alabama,724,723
162,1,0,71832,Southside,Alabama,8412,8731
162,1,0,71900,South Vinemont,Alabama,749,766
162,1,0,71976,Spanish Fort,Alabama,6798,8644
162,1,0,72600,Springville,Alabama,4080,4233
162,1,0,72888,Steele,Alabama,1043,1070
162,1,0,73080,Stevenson,Alabama,2046,1961
162,1,0,73728,Sulligent,Alabama,1927,1845
162,1,0,73848,Sumiton,Alabama,2520,2368
162,1,0,73872,Summerdale,Alabama,862,1379
162,1,0,74160,Susan Moore,Alabama,763,768
162,1,0,74304,Sweet Water,Alabama,258,237
162,1,0,74352,Sylacauga,Alabama,12749,12264
162,1,0,74400,Sylvania,Alabama,1837,1882
162,1,0,74424,Sylvan Springs,Alabama,1542,1506
162,1,0,74592,Talladega,Alabama,15676,15426
162,1,0,74616,Talladega Springs,Alabama,166,161
162,1,0,74688,Tallassee,Alabama,4819,4671
162,1,0,74976,Tarrant,Alabama,6397,6201
162,1,0,75096,Taylor,Alabama,2375,2396
162,1,0,75936,Thomaston,Alabama,417,386
162,1,0,75960,Thomasville,Alabama,4209,3943
162,1,0,76080,Thorsby,Alabama,1980,2054
162,1,0,76584,Town Creek,Alabama,1100,1051
162,1,0,76632,Toxey,Alabama,137,128
162,1,0,76680,Trafford,Alabama,646,630
162,1,0,76824,Triana,Alabama,496,540
162,1,0,76872,Trinity,Alabama,2095,2156
162,1,0,76920,Troy,Alabama,18033,19037
162,1,0,76944,Trussville,Alabama,19933,21827
162,1,0,77256,Tuscaloosa,Alabama,90468,100287
162,1,0,77280,Tuscumbia,Alabama,8423,8398
162,1,0,77304,Tuskegee,Alabama,9865,8544
162,1,0,77352,Twin,Alabama,399,387
162,1,0,77616,Union,Alabama,237,219
162,1,0,77784,Union Grove,Alabama,77,78
162,1,0,77880,Union Springs,Alabama,3980,3550
162,1,0,77904,Uniontown,Alabama,1775,2320
162,1,0,78204,Valley,Alabama,9524,9259
162,1,0,78232,Valley Grande,Alabama,4020,3713
162,1,0,78240,Valley Head,Alabama,558,550
162,1,0,78264,Vance,Alabama,1529,1611
162,1,0,78480,Vernon,Alabama,2000,1877
162,1,0,78552,Vestavia Hills,Alabama,34033,34291
162,1,0,78984,Vina,Alabama,358,358
162,1,0,79008,Vincent,Alabama,1988,2162
162,1,0,79272,Vredenburgh,Alabama,312,290
162,1,0,79344,Wadley,Alabama,751,715
162,1,0,79488,Waldo,Alabama,283,272
162,1,0,79728,Walnut Grove,Alabama,698,690
162,1,0,79944,Warrior,Alabama,3176,3208
162,1,0,80064,Waterloo,Alabama,203,200
162,1,0,80256,Waverly,Alabama,145,150
162,1,0,80352,Weaver,Alabama,3038,3064
162,1,0,80376,Webb,Alabama,1430,1423
162,1,0,80496,Wedowee,Alabama,823,799
162,1,0,80928,West Blocton,Alabama,1240,1255
162,1,0,81336,West Jefferson,Alabama,338,428
162,1,0,81504,Westover,Alabama,1275,1682
162,1,0,81528,West Point,Alabama,586,598
162,1,0,81720,Wetumpka,Alabama,6528,8148
162,1,0,81912,White Hall,Alabama,858,779
162,1,0,82848,Wilsonville,Alabama,1827,2005
162,1,0,82872,Wilton,Alabama,687,688
162,1,0,82992,Winfield,Alabama,4717,4468
162,1,0,83400,Woodland,Alabama,184,181
162,1,0,83640,Woodstock,Alabama,1428,1596
162,1,0,83664,Woodville,Alabama,746,720
162,1,0,83976,Yellow Bluff,Alabama,188,170
162,1,0,84096,York,Alabama,2538,2280
50,1,1,0,Autauga County,Alabama,54571,55504
157,1,1,3220,Autaugaville,Alabama,870,855
157,1,1,6460,Billingsley,Alabama,144,138
157,1,1,48712,Millbrook,Alabama,144,146
157,1,1,62328,Prattville,Alabama,32168,33571
157,1,1,99990,Balance of Autauga County,Alabama,21245,20794
50,1,3,0,Baldwin County,Alabama,182265,212628
157,1,3,4660,Bay Minette,Alabama,8044,9169
157,1,3,19648,Daphne,Alabama,21570,25960
157,1,3,23320,Elberta,Alabama,1498,1714
157,1,3,25240,Fairhope,Alabama,15326,20935
157,1,3,26992,Foley,Alabama,14618,18288
157,1,3,32272,Gulf Shores,Alabama,9741,11809
157,1,3,44608,Loxley,Alabama,1632,2336
157,1,3,46072,Magnolia Springs,Alabama,723,804
157,1,3,57144,Orange Beach,Alabama,5441,6029
157,1,3,59088,Perdido Beach,Alabama,581,625
157,1,3,65208,Robertsdale,Alabama,5276,6098
157,1,3,70536,Silverhill,Alabama,706,888
157,1,3,71976,Spanish Fort,Alabama,6798,8644
157,1,3,73872,Summerdale,Alabama,862,1379
157,1,3,99990,Balance of Baldwin County,Alabama,89449,97950
50,1,5,0,Barbour County,Alabama,27457,25270
157,1,5,3724,Bakerhill,Alabama,279,255
157,1,5,7672,Blue Springs,Alabama,96,87
157,1,5,15376,Clayton,Alabama,3008,2871
157,1,5,15640,Clio,Alabama,1399,1476
157,1,5,24568,Eufaula,Alabama,13137,12044
157,1,5,44344,Louisville,Alabama,519,468
157,1,5,99990,Balance of Barbour County,Alabama,9019,8069
50,1,7,0,Bibb County,Alabama,22915,22668
157,1,7,9136,Brent,Alabama,4947,4864
157,1,7,13672,Centreville,Alabama,2778,2680
157,1,7,78264,Vance,Alabama,49,52
157,1,7,80928,West Blocton,Alabama,1240,1255
157,1,7,83640,Woodstock,Alabama,1330,1471
157,1,7,99990,Balance of Bibb County,Alabama,12571,12346
50,1,9,0,Blount County,Alabama,57322,58013
157,1,9,1396,Allgood,Alabama,622,624
157,1,9,1660,Altoona,Alabama,30,30
157,1,9,7456,Blountsville,Alabama,1684,1670
157,1,9,15472,Cleveland,Alabama,1303,1308
157,1,9,17968,County Line,Alabama,197,203
157,1,9,29032,Garden City,Alabama,0,0
157,1,9,33640,Hayden,Alabama,444,1348
157,1,9,34480,Highland Lake,Alabama,412,418
157,1,9,43888,Locust Fork,Alabama,1186,1207
157,1,9,53448,Nectar,Alabama,345,340
157,1,9,57000,Oneonta,Alabama,6567,6638
157,1,9,66408,Rosa,Alabama,316,319
157,1,9,71280,Snead,Alabama,835,840
157,1,9,74160,Susan Moore,Alabama,763,768
157,1,9,76680,Trafford,Alabama,0,0
157,1,9,99990,Balance of Blount County,Alabama,42618,42300
50,1,11,0,Bullock County,Alabama,10914,10309
157,1,11,48424,Midway,Alabama,499,465
157,1,11,77880,Union Springs,Alabama,3980,3550
157,1,11,99990,Balance of Bullock County,Alabama,6435,6294
50,1,13,0,Butler County,Alabama,20947,19825
157,1,13,29560,Georgiana,Alabama,1738,1632
157,1,13,31912,Greenville,Alabama,8135,7632
157,1,13,45496,McKenzie,Alabama,522,493
157,1,13,99990,Balance of Butler County,Alabama,10552,10068
50,1,15,0,Calhoun County,Alabama,118572,114728
157,1,15,1852,Anniston,Alabama,23106,21770
157,1,15,29992,Glencoe,Alabama,38,36
157,1,15,35152,Hobson City,Alabama,771,764
157,1,15,38272,Jacksonville,Alabama,12548,12612
157,1,15,56472,Ohatchee,Alabama,1170,1157
157,1,15,57576,Oxford,Alabama,17197,17026
157,1,15,59640,Piedmont,Alabama,4878,4618
157,1,15,71832,Southside,Alabama,155,157
157,1,15,80352,Weaver,Alabama,3038,3064
157,1,15,99990,Balance of Calhoun County,Alabama,55671,53524
50,1,17,0,Chambers County,Alabama,34215,33713
157,1,17,19216,Cusseta,Alabama,123,121
157,1,17,26200,Five Points,Alabama,141,141
157,1,17,40672,La Fayette,Alabama,3003,2944
157,1,17,41296,Lanett,Alabama,6468,6271
157,1,17,78204,Valley,Alabama,9524,9259
157,1,17,80256,Waverly,Alabama,98,97
157,1,17,99990,Balance of Chambers County,Alabama,14858,14880
50,1,19,0,Cherokee County,Alabama,25989,25857
157,1,19,12760,Cedar Bluff,Alabama,1820,1798
157,1,19,13648,Centre,Alabama,3489,3498
157,1,19,16600,Collinsville,Alabama,21,20
157,1,19,29296,Gaylesville,Alabama,144,142
157,1,19,42016,Leesburg,Alabama,1027,1021
157,1,19,59640,Piedmont,Alabama,0,0
157,1,19,67920,Sand Rock,Alabama,537,528
157,1,19,99990,Balance of Cherokee County,Alabama,18951,18850
50,1,21,0,Chilton County,Alabama,43643,44067
157,1,21,11416,Calera,Alabama,96,106
157,1,21,15136,Clanton,Alabama,8619,8756
157,1,21,38608,Jemison,Alabama,2585,2627
157,1,21,46504,Maplesville,Alabama,708,703
157,1,21,76080,Thorsby,Alabama,1980,2054
157,1,21,99990,Balance of Chilton County,Alabama,29655,29821
50,1,23,0,Choctaw County,Alabama,13859,12945
